document_name,source_file,table_type,crop,province,unit,source_page,parse_method,suitability_level,area_rai,rag_text
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),กาญจนบุรี,ไร่,20,table,s1,8,พืช กาแฟ(โรบัสต้า) จังหวัด กาญจนบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 8 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),ชัยภูมิ,ไร่,20,table,s1,11,พืช กาแฟ(โรบัสต้า) จังหวัด ชัยภูมิ ระดับความเหมาะสม s1 มีเนื้อที่ 11 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),ชุมพร,ไร่,20,table,s1,884,พืช กาแฟ(โรบัสต้า) จังหวัด ชุมพร ระดับความเหมาะสม s1 มีเนื้อที่ 884 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),ตาก,ไร่,20,table,s1,67,พืช กาแฟ(โรบัสต้า) จังหวัด ตาก ระดับความเหมาะสม s1 มีเนื้อที่ 67 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),ระนอง,ไร่,20,table,s1,1497,พืช กาแฟ(โรบัสต้า) จังหวัด ระนอง ระดับความเหมาะสม s1 มีเนื้อที่ 1497 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),สุราษฎร์ธานี,ไร่,20,table,s1,72,พืช กาแฟ(โรบัสต้า) จังหวัด สุราษฎร์ธานี ระดับความเหมาะสม s1 มีเนื้อที่ 72 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),สุโขทัย,ไร่,20,table,s1,5,พืช กาแฟ(โรบัสต้า) จังหวัด สุโขทัย ระดับความเหมาะสม s1 มีเนื้อที่ 5 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),เชียงราย,ไร่,20,table,s1,35,พืช กาแฟ(โรบัสต้า) จังหวัด เชียงราย ระดับความเหมาะสม s1 มีเนื้อที่ 35 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),เชียงใหม่,ไร่,20,table,s1,2,พืช กาแฟ(โรบัสต้า) จังหวัด เชียงใหม่ ระดับความเหมาะสม s1 มีเนื้อที่ 2 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),เลย,ไร่,20,table,s1,54,พืช กาแฟ(โรบัสต้า) จังหวัด เลย ระดับความเหมาะสม s1 มีเนื้อที่ 54 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,กาแฟ(โรบัสต้า),แพร่,ไร่,20,table,s1,63,พืช กาแฟ(โรบัสต้า) จังหวัด แพร่ ระดับความเหมาะสม s1 มีเนื้อที่ 63 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กระบี่,ไร่,2,table,s1,890,พืช ข้าว จังหวัด กระบี่ ระดับความเหมาะสม s1 มีเนื้อที่ 890 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กรุงเทพมหานคร,ไร่,1,table,s1,115430,พืช ข้าว จังหวัด กรุงเทพมหานคร ระดับความเหมาะสม s1 มีเนื้อที่ 115430 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กาญจนบุรี,ไร่,1,table,s1,198474,พืช ข้าว จังหวัด กาญจนบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 198474 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กาญจนบุรี,ไร่,9,table,s1,1920,พืช ข้าว จังหวัด กาญจนบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 1920 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กาฬสินธุ์,ไร่,1,table,s1,322672,พืช ข้าว จังหวัด กาฬสินธุ์ ระดับความเหมาะสม s1 มีเนื้อที่ 322672 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กำแพงเพชร,ไร่,1,table,s1,1076458,พืช ข้าว จังหวัด กำแพงเพชร ระดับความเหมาะสม s1 มีเนื้อที่ 1076458 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,กำแพงเพชร,ไร่,9,table,s1,3623,พืช ข้าว จังหวัด กำแพงเพชร ระดับความเหมาะสม s1 มีเนื้อที่ 3623 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ขอนแก่น,ไร่,1,table,s1,167135,พืช ข้าว จังหวัด ขอนแก่น ระดับความเหมาะสม s1 มีเนื้อที่ 167135 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,จันทบุรี,ไร่,2,table,s1,13182,พืช ข้าว จังหวัด จันทบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 13182 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,จันทบุรี,ไร่,10,table,s1,86,พืช ข้าว จังหวัด จันทบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 86 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ฉะเชิงเทรา,ไร่,2,table,s1,366477,พืช ข้าว จังหวัด ฉะเชิงเทรา ระดับความเหมาะสม s1 มีเนื้อที่ 366477 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ชลบุรี,ไร่,2,table,s1,25498,พืช ข้าว จังหวัด ชลบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 25498 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ชัยนาท,ไร่,1,table,s1,691554,พืช ข้าว จังหวัด ชัยนาท ระดับความเหมาะสม s1 มีเนื้อที่ 691554 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ชัยนาท,ไร่,9,table,s1,500,พืช ข้าว จังหวัด ชัยนาท ระดับความเหมาะสม s1 มีเนื้อที่ 500 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ชัยภูมิ,ไร่,1,table,s1,120176,พืช ข้าว จังหวัด ชัยภูมิ ระดับความเหมาะสม s1 มีเนื้อที่ 120176 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ชัยภูมิ,ไร่,9,table,s1,70,พืช ข้าว จังหวัด ชัยภูมิ ระดับความเหมาะสม s1 มีเนื้อที่ 70 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ชุมพร,ไร่,2,table,s1,4160,พืช ข้าว จังหวัด ชุมพร ระดับความเหมาะสม s1 มีเนื้อที่ 4160 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ตรัง,ไร่,2,table,s1,10067,พืช ข้าว จังหวัด ตรัง ระดับความเหมาะสม s1 มีเนื้อที่ 10067 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ตราด,ไร่,2,table,s1,19806,พืช ข้าว จังหวัด ตราด ระดับความเหมาะสม s1 มีเนื้อที่ 19806 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ตาก,ไร่,1,table,s1,39003,พืช ข้าว จังหวัด ตาก ระดับความเหมาะสม s1 มีเนื้อที่ 39003 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ตาก,ไร่,9,table,s1,37570,พืช ข้าว จังหวัด ตาก ระดับความเหมาะสม s1 มีเนื้อที่ 37570 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครนายก,ไร่,1,table,s1,354746,พืช ข้าว จังหวัด นครนายก ระดับความเหมาะสม s1 มีเนื้อที่ 354746 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครปฐม,ไร่,1,table,s1,320180,พืช ข้าว จังหวัด นครปฐม ระดับความเหมาะสม s1 มีเนื้อที่ 320180 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครพนม,ไร่,1,table,s1,602107,พืช ข้าว จังหวัด นครพนม ระดับความเหมาะสม s1 มีเนื้อที่ 602107 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครพนม,ไร่,9,table,s1,5,พืช ข้าว จังหวัด นครพนม ระดับความเหมาะสม s1 มีเนื้อที่ 5 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครราชสีมา,ไร่,1,table,s1,402308,พืช ข้าว จังหวัด นครราชสีมา ระดับความเหมาะสม s1 มีเนื้อที่ 402308 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครราชสีมา,ไร่,9,table,s1,585,พืช ข้าว จังหวัด นครราชสีมา ระดับความเหมาะสม s1 มีเนื้อที่ 585 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครศรีธรรมราช,ไร่,2,table,s1,288857,พืช ข้าว จังหวัด นครศรีธรรมราช ระดับความเหมาะสม s1 มีเนื้อที่ 288857 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครสวรรค์,ไร่,1,table,s1,1871318,พืช ข้าว จังหวัด นครสวรรค์ ระดับความเหมาะสม s1 มีเนื้อที่ 1871318 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นครสวรรค์,ไร่,9,table,s1,1520,พืช ข้าว จังหวัด นครสวรรค์ ระดับความเหมาะสม s1 มีเนื้อที่ 1520 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นนทบุรี,ไร่,1,table,s1,122902,พืช ข้าว จังหวัด นนทบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 122902 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,นราธิวาส,ไร่,2,table,s1,48157,พืช ข้าว จังหวัด นราธิวาส ระดับความเหมาะสม s1 มีเนื้อที่ 48157 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,น่าน,ไร่,1,table,s1,73555,พืช ข้าว จังหวัด น่าน ระดับความเหมาะสม s1 มีเนื้อที่ 73555 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,น่าน,ไร่,9,table,s1,2570,พืช ข้าว จังหวัด น่าน ระดับความเหมาะสม s1 มีเนื้อที่ 2570 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,บึงกาฬ,ไร่,1,table,s1,324435,พืช ข้าว จังหวัด บึงกาฬ ระดับความเหมาะสม s1 มีเนื้อที่ 324435 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,บุรีรัมย์,ไร่,1,table,s1,139835,พืช ข้าว จังหวัด บุรีรัมย์ ระดับความเหมาะสม s1 มีเนื้อที่ 139835 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ปทุมธานี,ไร่,1,table,s1,353855,พืช ข้าว จังหวัด ปทุมธานี ระดับความเหมาะสม s1 มีเนื้อที่ 353855 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ประจวบคีรีขันธ์,ไร่,1,table,s1,14545,พืช ข้าว จังหวัด ประจวบคีรีขันธ์ ระดับความเหมาะสม s1 มีเนื้อที่ 14545 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ประจวบคีรีขันธ์,ไร่,9,table,s1,3,พืช ข้าว จังหวัด ประจวบคีรีขันธ์ ระดับความเหมาะสม s1 มีเนื้อที่ 3 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ปราจีนบุรี,ไร่,2,table,s1,377092,พืช ข้าว จังหวัด ปราจีนบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 377092 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ปราจีนบุรี,ไร่,10,table,s1,46,พืช ข้าว จังหวัด ปราจีนบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 46 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ปัตตานี,ไร่,2,table,s1,85660,พืช ข้าว จังหวัด ปัตตานี ระดับความเหมาะสม s1 มีเนื้อที่ 85660 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พระนครศรีอยุธยา,ไร่,1,table,s1,1051464,พืช ข้าว จังหวัด พระนครศรีอยุธยา ระดับความเหมาะสม s1 มีเนื้อที่ 1051464 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พะเยา,ไร่,1,table,s1,113635,พืช ข้าว จังหวัด พะเยา ระดับความเหมาะสม s1 มีเนื้อที่ 113635 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พะเยา,ไร่,9,table,s1,1846,พืช ข้าว จังหวัด พะเยา ระดับความเหมาะสม s1 มีเนื้อที่ 1846 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พังงา,ไร่,2,table,s1,1730,พืช ข้าว จังหวัด พังงา ระดับความเหมาะสม s1 มีเนื้อที่ 1730 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พัทลุง,ไร่,2,table,s1,140711,พืช ข้าว จังหวัด พัทลุง ระดับความเหมาะสม s1 มีเนื้อที่ 140711 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พิจิตร,ไร่,1,table,s1,1775799,พืช ข้าว จังหวัด พิจิตร ระดับความเหมาะสม s1 มีเนื้อที่ 1775799 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พิจิตร,ไร่,9,table,s1,3367,พืช ข้าว จังหวัด พิจิตร ระดับความเหมาะสม s1 มีเนื้อที่ 3367 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พิษณุโลก,ไร่,1,table,s1,1254792,พืช ข้าว จังหวัด พิษณุโลก ระดับความเหมาะสม s1 มีเนื้อที่ 1254792 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,พิษณุโลก,ไร่,9,table,s1,1546,พืช ข้าว จังหวัด พิษณุโลก ระดับความเหมาะสม s1 มีเนื้อที่ 1546 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ภูเก็ต,ไร่,2,table,s1,90,พืช ข้าว จังหวัด ภูเก็ต ระดับความเหมาะสม s1 มีเนื้อที่ 90 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,มหาสารคาม,ไร่,1,table,s1,166432,พืช ข้าว จังหวัด มหาสารคาม ระดับความเหมาะสม s1 มีเนื้อที่ 166432 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,มุกดาหาร,ไร่,1,table,s1,87929,พืช ข้าว จังหวัด มุกดาหาร ระดับความเหมาะสม s1 มีเนื้อที่ 87929 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ยะลา,ไร่,2,table,s1,27760,พืช ข้าว จังหวัด ยะลา ระดับความเหมาะสม s1 มีเนื้อที่ 27760 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ยโสธร,ไร่,1,table,s1,38659,พืช ข้าว จังหวัด ยโสธร ระดับความเหมาะสม s1 มีเนื้อที่ 38659 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ระนอง,ไร่,2,table,s1,167,พืช ข้าว จังหวัด ระนอง ระดับความเหมาะสม s1 มีเนื้อที่ 167 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ระยอง,ไร่,2,table,s1,12630,พืช ข้าว จังหวัด ระยอง ระดับความเหมาะสม s1 มีเนื้อที่ 12630 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ราชบุรี,ไร่,1,table,s1,270970,พืช ข้าว จังหวัด ราชบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 270970 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ราชบุรี,ไร่,9,table,s1,196,พืช ข้าว จังหวัด ราชบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 196 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ร้อยเอ็ด,ไร่,1,table,s1,135637,พืช ข้าว จังหวัด ร้อยเอ็ด ระดับความเหมาะสม s1 มีเนื้อที่ 135637 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ลพบุรี,ไร่,2,table,s1,567564,พืช ข้าว จังหวัด ลพบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 567564 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ลพบุรี,ไร่,9,table,s1,853,พืช ข้าว จังหวัด ลพบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 853 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ลำปาง,ไร่,1,table,s1,96887,พืช ข้าว จังหวัด ลำปาง ระดับความเหมาะสม s1 มีเนื้อที่ 96887 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ลำปาง,ไร่,9,table,s1,20,พืช ข้าว จังหวัด ลำปาง ระดับความเหมาะสม s1 มีเนื้อที่ 20 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ลำพูน,ไร่,1,table,s1,61508,พืช ข้าว จังหวัด ลำพูน ระดับความเหมาะสม s1 มีเนื้อที่ 61508 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,ศรีสะเกษ,ไร่,1,table,s1,1417905,พืช ข้าว จังหวัด ศรีสะเกษ ระดับความเหมาะสม s1 มีเนื้อที่ 1417905 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สกลนคร,ไร่,1,table,s1,785757,พืช ข้าว จังหวัด สกลนคร ระดับความเหมาะสม s1 มีเนื้อที่ 785757 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สงขลา,ไร่,2,table,s1,272586,พืช ข้าว จังหวัด สงขลา ระดับความเหมาะสม s1 มีเนื้อที่ 272586 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สตูล,ไร่,2,table,s1,22239,พืช ข้าว จังหวัด สตูล ระดับความเหมาะสม s1 มีเนื้อที่ 22239 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สมุทรปราการ,ไร่,2,table,s1,20614,พืช ข้าว จังหวัด สมุทรปราการ ระดับความเหมาะสม s1 มีเนื้อที่ 20614 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สมุทรสงคราม,ไร่,2,table,s1,553,พืช ข้าว จังหวัด สมุทรสงคราม ระดับความเหมาะสม s1 มีเนื้อที่ 553 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สมุทรสาคร,ไร่,2,table,s1,7995,พืช ข้าว จังหวัด สมุทรสาคร ระดับความเหมาะสม s1 มีเนื้อที่ 7995 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สระบุรี,ไร่,2,table,s1,361506,พืช ข้าว จังหวัด สระบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 361506 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สระบุรี,ไร่,9,table,s1,1653,พืช ข้าว จังหวัด สระบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 1653 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สระแก้ว,ไร่,2,table,s1,37248,พืช ข้าว จังหวัด สระแก้ว ระดับความเหมาะสม s1 มีเนื้อที่ 37248 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สระแก้ว,ไร่,10,table,s1,4789,พืช ข้าว จังหวัด สระแก้ว ระดับความเหมาะสม s1 มีเนื้อที่ 4789 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สิงห์บุรี,ไร่,2,table,s1,339891,พืช ข้าว จังหวัด สิงห์บุรี ระดับความเหมาะสม s1 มีเนื้อที่ 339891 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สุพรรณบุรี,ไร่,2,table,s1,1248577,พืช ข้าว จังหวัด สุพรรณบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 1248577 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สุพรรณบุรี,ไร่,10,table,s1,26,พืช ข้าว จังหวัด สุพรรณบุรี ระดับความเหมาะสม s1 มีเนื้อที่ 26 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สุราษฎร์ธานี,ไร่,2,table,s1,4126,พืช ข้าว จังหวัด สุราษฎร์ธานี ระดับความเหมาะสม s1 มีเนื้อที่ 4126 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สุรินทร์,ไร่,1,table,s1,376735,พืช ข้าว จังหวัด สุรินทร์ ระดับความเหมาะสม s1 มีเนื้อที่ 376735 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สุโขทัย,ไร่,1,table,s1,402424,พืช ข้าว จังหวัด สุโขทัย ระดับความเหมาะสม s1 มีเนื้อที่ 402424 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,สุโขทัย,ไร่,9,table,s1,224,พืช ข้าว จังหวัด สุโขทัย ระดับความเหมาะสม s1 มีเนื้อที่ 224 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,หนองคาย,ไร่,1,table,s1,281775,พืช ข้าว จังหวัด หนองคาย ระดับความเหมาะสม s1 มีเนื้อที่ 281775 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,หนองคาย,ไร่,9,table,s1,13,พืช ข้าว จังหวัด หนองคาย ระดับความเหมาะสม s1 มีเนื้อที่ 13 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,หนองบัวลำภู,ไร่,1,table,s1,157,พืช ข้าว จังหวัด หนองบัวลำภู ระดับความเหมาะสม s1 มีเนื้อที่ 157 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,อำนาจเจริญ,ไร่,1,table,s1,84383,พืช ข้าว จังหวัด อำนาจเจริญ ระดับความเหมาะสม s1 มีเนื้อที่ 84383 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,อุดรธานี,ไร่,1,table,s1,327827,พืช ข้าว จังหวัด อุดรธานี ระดับความเหมาะสม s1 มีเนื้อที่ 327827 ไร่
พื้นที่ความเหมาะสมพืชรายจังหวัด,-13-pdf (1).pdf,crop_suitability_by_province,ข้าว,อุดรธานี,ไร่,9,table,s1,20,พืช ข้าว จังหวัด อุดรธานี ระดับความเหมาะสม s1 มีเนื้อที่ 20 ไร่
